ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source,Keywords_HA,Confidence
TAX_064,development_levy,Do small businesses pay the 4% Development Levy?,"No, small companies (turnover ≤N100m and fixed assets ≤N250m) are exempt.",Shin ƙananan ma'aikata suna ba da kashi 4 bisa ɗari na masu shelar Mulki?,"A'a, ' yan wasan guje - guje suna cike da hotuna masu kyau.","development levy, small business, exempt","Nigeria Tax Act 2025, Section 59","wasan, hotuna, kyau.",HIGH
TAX_065,excise_duty,Are digital products or electronic goods subject to excise duty?,"Yes, the 2025 Act expands excise duties to cover certain digital products and locally manufactured electronics.",Kana cin abinci na musamman a kai a kai ko kuma kana yin amfani da abubuwan da kake da su a hidimar Jehobah?,"Hakika, Dokar ta sauƙaƙa kuɗin haraji na musamman don ta sayi wasu kaya masu tsada da kuma na'ura daga yankin.","excise, digital, electronics, duty","Nigeria Tax Act 2025, Section 195","Hakika,, Dokar, sauƙaƙa, kuɗin, haraji",HIGH
TAX_066,customs_duty,Who is responsible for collecting Customs and Excise duties?,The Nigeria Customs Service (NCS) remains the sole authority for assessing and collecting these duties.,Wanene ke da hakkin ba da ' yancin biyan haraji da haraji na musamman?,"Alal misali, wata mai kula da gunduma a ƙasar Nijeriya ta ci gaba da yin amfani da ikon da aka ba ta don ta yi bincike kuma ta yi amfani da kuɗin da aka ba ta.","customs, NCS, excise, collection","Nigeria Tax Act 2025, Chapter 7","misali,, gunduma, ƙasar, Nijeriya, amfani",HIGH
TAX_067,customs_duty,What is the penalty for making a false declaration to Customs?,"A false declaration can lead to a N5 million fine or imprisonment, plus seizure of the goods.",Mene ne sakamakon faɗin ƙarya da kuma yin ƙarya?,Wani furci na ƙarya zai iya ba da kashi 5 bisa ɗari ko kuma an jefa shi cikin kurkuku maimakon tara abin duniya.,"customs, false declaration, penalty, N5m","Nigeria Tax Act 2025, Chapter 7","furci, ƙarya, kashi, cikin, kurkuku",HIGH
TAX_068,value_added_tax,What is 'VAT Fiscalisation'?,A mandatory digital system where businesses must report every taxable sale to the tax authority in real-time.,"To, mene ne ma'anar itacen Fir na Huɗu?","Saboda haka, ana bukatar a sanar da duk wani abin da ake bukata don a yi amfani da na'urar da ake amfani da shi a zamanin dā.","VAT, fiscalisation, digital, real-time, EFS","Nigeria Tax Act 2025, Section 158","Saboda, haka,, bukatar, sanar, bukata",HIGH
TAX_069,excise_duty,Is there a tax on fossil fuels in the 2025 Act?,"Yes, a 5% Fossil Fuel Surcharge; excludes household kerosene, LPG (cooking gas), and CNG.",Akwai abin da za a iya yi game da māi a Dokar da Aka Ba da ta Hannun Musa?,"Hakika, ana iya yin amfani da man zaitun don a kwatanta yadda ake yin burodi da kuma wasu abubuwan da ake sha'awa.","fossil fuel, surcharge, 5%, kerosene, LPG, CNG","Nigeria Tax Act 2025, Chapter 7","Hakika,, amfani, zaitun, kwatanta, yadda",HIGH
TAX_070,withholding_tax,What is Withholding Tax (WHT) in Nigeria?,"WHT is an advance payment of income tax, deducted at the source of a transaction and remitted to FIRS.",Me ya sa aka kafa dokar da za ta shafi dukan ' yan Adam?,"GWADA WANNAN: Alal misali, ka yi la'akari da kuɗin da ake biya a kan kuɗin da aka biya a kan kuɗin da ake kashewa.","WHT, withholding tax, advance, source, FIRS","Nigeria Tax Act 2025, Section 92","GWADA, WANNAN:, misali,, la'akari, kuɗin",HIGH
TAX_071,withholding_tax,What is the WHT rate for consultancy or professional services?,5% for individuals and 10% for corporate entities.,Me ya sa ake yawan yin amfani da wannan kalmar jami'ar?,Domin mutane su ba da gudummawa kuma su ba da gudummawa ga hukumar da ke kula da ayyukan Shaidun Jehobah.,"WHT, consultancy, professional, 5%, 10%","Nigeria Tax Act 2025, Section 94","Domin, mutane, gudummawa, gudummawa, hukumar",HIGH
TAX_072,withholding_tax,Does Withholding Tax apply to dividends?,"Yes, dividends are subject to WHT at 10%; may vary for non-residents under tax treaties.",Cin hanci da rashawa yana da lahani ne a kan masu cin hanci?,"Hakika, ana biyayya ga waɗanda suke da'awar cewa su Kiristoci ne.","WHT, dividend, 10%, non-resident, treaty","Nigeria Tax Act 2025, Section 95","Hakika,, biyayya, waɗanda, da'awar, Kiristoci",HIGH
TAX_073,withholding_tax,Is WHT a final tax for everyone?,"No, WHT is usually a credit against the total tax liability at year-end, except for certain income types.","Shin, akwai abin da kowa yake biya wa kansa?","A'a, ba abin mamaki ba ne a amince da hakkin da aka ba mu a ƙarshen shekara ta 33 A.Z., ba don kuɗin da muke da shi ba.","WHT, final tax, credit, annual","Nigeria Tax Act 2025, Section 96","mamaki, amince, hakkin, ƙarshen, shekara",HIGH
TAX_074,withholding_tax,What is a 'WHT Credit Note'?,A document proving that tax was deducted from your payment; used to reduce your total annual tax bill.,"To, mẽne ne (Alƙur'ãni) bai kasance ba?",Wani bincike da aka yi ya nuna cewa haraji na biyan haraji ya dangana ne ga biyan haraji kowace shekara.,"WHT, credit note, FIRS, reduce tax","Nigeria Tax Act 2025, Section 98","bincike, haraji, biyan, haraji, dangana",HIGH
TAX_075,stamp_duty,What is Stamp Duty?,"Tax on written or electronic instruments (documents) such as agreements, contracts, and receipts.",IKOT EKPENE 3 (Efik),"Alal misali, ka yi amfani da abubuwan da aka samo daga littattafai ko kayayyakin tarihi dabam - dabam.","stamp duty, document, agreement, contract","Nigeria Tax Act 2025, Section 102","misali,, amfani, abubuwan, littattafai, kayayyakin",HIGH
TAX_076,stamp_duty,Does every bank transfer attract the Electronic Money Transfer Levy?,"The EMT Levy of N50 applies to electronic transfers of N10,000 or more into a bank account.",Za ka iya rage kuɗin da kake kashewa?,An yi amfani da gudummawar da ake samu daga kwamfuta ko kuma fiye da yadda ake biya albashi mai tsoka.,"EMTL, bank transfer, N50, N10k","Nigeria Tax Act 2025, Section 105","amfani, gudummawar, kwamfuta, yadda, albashi",HIGH
TAX_077,stamp_duty,Are rent agreements subject to Stamp Duty?,"Yes, lease and tenancy agreements must be stamped at rates based on the duration of the lease.",Shin an hana ni yin aiki ne?,"Hakika, waɗanda suka tuba kuma suka zama masu sayar da kaya ya kamata a saka wa kaya masu tsada a lokacin da suka tuba.","stamp duty, rent, lease, agreement","Nigeria Tax Act 2025, Section 108","Hakika,, waɗanda, sayar, kamata, tsada",HIGH
TAX_078,withholding_tax,What is the penalty for failing to deduct Withholding Tax?,"Penalty of 10% of the amount not deducted, plus interest at the prevailing CBN rate.",Me ya sa karɓan haraji yake da muhimmanci?,"Duk da cewa ba za a iya kawar da wannan halin ba, maimakon haka, ya fi yin amfani da ƙa'idodi da ke cikin Littafi Mai Tsarki.","WHT, penalty, 10%, CBN rate","Nigeria Tax Act 2025, Section 100","kawar, wannan, halin, maimakon, haka,",HIGH
TAX_079,withholding_tax,When must WHT be remitted to the FIRS?,WHT must be remitted within 30 days of the date the amount was deducted.,A wane lokaci ne ya kamata a yi amfani da shi a hanyar da ba ta dace ba?,Ya kamata hakan ya kasance da ma'ana a kwanaki 30 bayan faɗuwar rana.,"WHT, remit, 30 days, FIRS, deadline","Nigeria Tax Act 2025, Section 101","kamata, hakan, kasance, ma'ana, kwanaki",HIGH
TAX_080,stamp_duty,Do I need to pay Stamp Duty on a gift of land?,"Yes, instruments conveying property as a gift are subject to stamp duty based on property value.",Ina bukatar in biya kuɗin da nake samu don wata kyauta?,"Hakika, kayan da aka ba kyautar suna da daraja bisa doka game da kuɗi.","stamp duty, gift, land, property","Nigeria Tax Act 2025, Section 110","Hakika,, kayan, kyautar, daraja, kuɗi.",HIGH
TAX_081,withholding_tax,Is there WHT on interest earned from savings?,"Yes, interest earned is generally subject to WHT at 10%, deducted by the bank.",Akwai abin da za ka iya yi game da kuɗin da za ka samu?,"Hakika, abubuwa da ake so a yi suna da muhimmanci sosai a gare shi, saboda haka, ka yi la'akari da yawan kuɗin da za ka samu a banki.","WHT, savings, interest, 10%, bank","Nigeria Tax Act 2025, Section 95","Hakika,, abubuwa, muhimmanci, sosai, saboda",HIGH
TAX_082,stamp_duty,What happens if a document is not stamped?,Unstamped documents may not be admissible as evidence in court for civil proceedings.,Mene ne zai faru idan aka kasa yin wani rubutu?,Ba za a iya kwatanta waɗannan rubuce - rubucen da gwaji na gwamnati ba.,"stamp duty, unstamped, court, inadmissible","Nigeria Tax Act 2025, Section 115","kwatanta, waɗannan, rubuce, rubucen, gwaji",HIGH
TAX_083,withholding_tax,Are small businesses exempt from deducting WHT?,Small businesses with turnover below the VAT threshold are often exempt from acting as WHT agents.,Akwai ƙananan fina - finai da ba su da muhimmanci kuwa?,"A yawancin lokaci, ' yan kasuwa suna yawan yin abubuwa kamar ma'aikatan gwamnati.","WHT, small business, exempt, agent","Nigeria Tax Act 2025, Section 93","yawancin, lokaci,, kasuwa, yawan, abubuwa",HIGH
TAX_084,stamp_duty,Who pays the Stamp Duty on a contract between two parties?,"Unless agreed otherwise, the person receiving the document or beneficiary of the contract usually pays.","To, wãne ne ke biyan wa'adin da aka yi na wani alkawari a tsakãninsu biyu?","Idan za ka iya tuna wani abu, za ka iya samun takardar bayani ko kuma kuɗin da aka ba ka bayan ka yi murabus daga aiki.","stamp duty, who pays, contract, beneficiary","Nigeria Tax Act 2025, Section 112","samun, takardar, bayani, kuɗin, bayan",HIGH
TAX_085,company_income_tax,How are companies classified for tax under the 2025 Act?,"Small (turnover ≤N50m), Medium (>N50m to N100m), and Large (>N100m).",Ta yaya ne ' yan kasuwa suka rarraba kuɗi don haraji a ƙarƙashin Doka 20?,"Don ƙarin bayani, ka duba littafin nan Questions Young People Ask - Answers That Work, Littafi na 2, shafuffuka na 12 - 14.","CIT, company, small, medium, large, turnover","Nigeria Tax Act 2025, Section 56","ƙarin, bayani,, littafin, Questions, Young",HIGH
TAX_086,company_income_tax,What is the CIT rate for a Small Company?,"Small companies (turnover ≤N50m) are subject to 0% CIT, provided not in professional services.",Mecece ƙaramar yarinya ' yar Shulem?,"Alal misali, ' yan kasuwa da yawa sun yi amfani da wani tsarin wasanni dabam don su taimaka wa wani ɗan'uwa da ya yi murabus.","CIT, small company, 0%, exempt","Nigeria Tax Act 2025, Section 56","misali,, kasuwa, amfani, tsarin, wasanni",HIGH
TAX_087,company_income_tax,What is the CIT rate for a Medium Company?,Medium companies with turnover N50m–N100m are taxed at 20%.,Me ya sa ake amfani da gudummawar da ake bayarwa don a sami aikin da za a yi?,"Alal misali, masana kimiyya sun yi amfani da na'urar kasuwanci guda 20 da ke ɗauke da fiye da kashi 20 bisa ɗari.","CIT, medium company, 20%, turnover","Nigeria Tax Act 2025, Section 56","misali,, masana, kimiyya, amfani, na'urar",HIGH
TAX_088,company_income_tax,What is the CIT rate for a Large Company?,Large companies with turnover exceeding N100m are taxed at 30%.,Mene ne babban ma'aikacin ya yi don ya sami babban matsayi?,' Yan kasuwa masu girman kuɗi suna amfani da na'urar kasuwanci da ke da tsada sosai a kashi 30 bisa ɗari.,"CIT, large company, 30%, turnover","Nigeria Tax Act 2025, Section 56","kasuwa, girman, amfani, na'urar, kasuwanci",HIGH
TAX_089,company_income_tax,Do small companies still need to file tax returns?,"Yes, all companies must file annual tax returns regardless of tax size exemption.","Har ila, ' yan kasuwa suna bukatar su ba da rahoton haraji ne?","Hakika, kowane irin kasuwanci ya kamata ya ba da rahoton haraji na shekara - ko yaya yawan haraji.","CIT, small company, file, returns, mandatory","Nigeria Tax Act 2025, Section 120","Hakika,, kowane, kasuwanci, kamata, rahoton",HIGH
TAX_090,company_income_tax,What is the new Development Levy?,"A consolidated 4% levy on assessable profits of medium and large companies, replacing Education Tax.",Mene ne sabon abokin kirki?,"Alal misali, kashi 4 bisa ɗari bisa ɗari bisa ɗari na masanan kimiyya sun ba da rahoto game da amfanin masanan kimiyya da kuma manyan ma'aikata masu yawa da suke biyan haraji.","development levy, 4%, TET, education tax","Nigeria Tax Act 2025, Section 59","misali,, kashi, masanan, kimiyya, rahoto",HIGH
TAX_091,company_income_tax,Are small companies required to pay the 4% Development Levy?,"No, small companies (turnover ≤N50m) are exempt from the 4% Development Levy.","Alal misali, ana bukatar a biya kusan kashi 4 bisa ɗari na ' yan'uwa maza da mata fiye da ɗari a faɗin duniya.","A'a, ' yan fim ɗin suna ɗauke da hotuna masu yawa da ke nuna yadda ake samun ci gaba a ƙungiyar Jehobah.","development levy, small company, exempt","Nigeria Tax Act 2025, Section 59","ɗauke, hotuna, yadda, samun, ƙungiyar",HIGH
TAX_092,company_income_tax,What is the 'Minimum Tax' for companies?,"Companies with no profit pay a minimum tax of 0.5% of gross turnover, unless in first 4 years.","To, mẽne ne mai girma ga ma'aikata?",' Yan kasuwa ba sa biyan kuɗin haraji na kashi goma na kasuwanci idan kashi 4 bisa ɗari na kasuwanci na farko ba su ba da amfanin ba.,"minimum tax, 0.5%, turnover, company","Nigeria Tax Act 2025, Section 65","kasuwa, biyan, kuɗin, haraji, kashi",HIGH
TAX_093,company_income_tax,Which companies are exempt from Minimum Tax?,"Small companies, those in their first four years, and primary agricultural businesses are exempt.",Waɗanne makarantu ne ba su da iyaka?,"' Yan kasuwa, ' yan shekaru huɗu da suka shige, ma'aikata masu ɗaukan kaya masu yawa sun lalace sosai.","minimum tax, exempt, agriculture, first 4 years","Nigeria Tax Act 2025, Section 65","kasuwa,, shekaru, shige,, ma'aikata, ɗaukan",HIGH
TAX_094,company_income_tax,What is the deadline for filing CIT returns?,Returns must be filed within 6 months after the end of the company's accounting year.,Menene lokaci na ƙarshe da za a yi gabatarwa a gabatarwa mai kyau na jami'ar?,"Bayan watanni 6 na aiki, za a yi amfani da na'urar motsa jiki na kamfanin.","CIT, filing, deadline, 6 months","Nigeria Tax Act 2025, Section 121","Bayan, watanni, aiki,, amfani, na'urar",HIGH
TAX_095,company_income_tax,Can a company claim 'Capital Allowance' on all assets?,"Yes, but you must provide proof of VAT payment or import duties to claim allowances on qualifying assets.","Zai iya yin addu'a don ya samu ""al'umma "" game da dukan waɗanda suke aiki tuƙuru?","Hakika, ya kamata ka nuna cewa ka dogara ga Jehobah don ya ba ka ' yancin yin aiki tuƙuru don ka tallafa wa aikin da ake yi a faɗin duniya.","capital allowance, VAT proof, qualifying assets","Nigeria Tax Act 2025, Section 22","Hakika,, kamata, dogara, Jehobah, yancin",HIGH
TAX_096,company_income_tax,What is the tax rate for 'Professional Service' companies?,"Professional service companies (law, accounting) are taxed at 30% regardless of turnover.",Wane irin sana'o'i ne ake yi don ' yan kasuwa su yi amfani da shi?,"Alal misali, masu bincike a ƙasar Faransa suna amfani da dukan kuɗin da suke da shi wajen yin kasuwanci da ' yan kasuwa.","CIT, professional services, 30%, law, accounting","Nigeria Tax Act 2025, Section 56","misali,, bincike, ƙasar, Faransa, amfani",HIGH
TAX_097,company_income_tax,How is 'Agricultural Business' taxed?,Primary agricultural businesses enjoy a 5-year tax-free period from the date they commence operations.,Ta yaya noman noma suka zama ' ya'ya?,"Masu noma suna jin daɗin biyan haraji na ' yan shekara 5 zuwa 5 tun daga watan Oktoba na shekara ta 33 A.Z., sa'ad da suka soma yin hakan.","agriculture, 5-year, tax-free, pioneer","Nigeria Tax Act 2025, Section 62","daɗin, biyan, haraji, shekara, watan",HIGH
TAX_098,company_income_tax,What is the penalty for late filing of CIT?,"Penalty is N50,000 for the first month of default and N25,000 for every subsequent month.",Menene za ka yi sa'ad da aka gabatar da jawabin nan da nan?,Abin baƙin ciki ne cewa a watan farko na shekara ta N.,"CIT, late filing, penalty, N50k, N25k","Nigeria Tax Act 2025, Section 125","baƙin, watan, farko, shekara",HIGH
