ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source
TAX_132,small_business,Must a small business with 0% tax still file returns?,"Yes, all companies must file tax returns annually, even if they qualify for the 0% small business rate.",,,"small business, file, returns, mandatory","Nigeria Tax Act 2025, Section 102"
TAX_133,small_business,What is the turnover threshold for a Medium Company?,Medium companies are those with annual turnover between N50 million and N1.5 billion.,,,"medium company, turnover, N50m, N1.5bn","Nigeria Tax Act 2025, Section 110"
TAX_134,penalties,What is the penalty for late filing of tax returns?,"N50,000 for the first month of default and N25,000 for each subsequent month.",,,"penalty, late filing, N50k, N25k","Nigeria Tax Act 2025, Section 115"
TAX_135,penalties,What happens if I provide false information to the FIRS?,Providing false or misleading information can lead to a fine of up to N10 million or imprisonment.,,,"penalty, false, N10m, imprisonment, FIRS","Nigeria Tax Act 2025, Section 118"
TAX_136,penalties,Is there a penalty for not registering for tax?,"Yes, failure to register for tax within the required time attracts a penalty of N50,000 for the first month.",,,"penalty, registration, N50k, TIN","Nigeria Tax Act 2025, Section 114"
TAX_137,general_exemption,Are religious organizations exempt from all taxes?,Exempt only on income from non-profit activities; any trading or business income is taxable.,,,"religious, exempt, non-profit, trading income","Nigeria Tax Act 2025, Section 21"
TAX_138,general_exemption,Is my pension income taxable in Nigeria?,"No, any profit or income from a statutory pension scheme or retirement savings account is exempt.",,,"pension, exempt, retirement, savings","Nigeria Tax Act 2025, Section 35"
TAX_139,general_exemption,Do I pay tax on compensation for loss of office?,"Compensation for loss of office is exempt from tax up to N10,000,000.",,,"compensation, loss of office, N10m, exempt","Nigeria Tax Act 2025, Section 55"
TAX_140,small_business,Can a small business claim 'Small Business Relief'?,"Yes, small businesses are eligible for various incentives, including simplified accounting and 0% income tax.",,,"small business, relief, incentive, 0%","Nigeria Tax Act 2025, Section 59"
TAX_141,administration,How long should I keep my tax records?,You are required to keep all tax-related records and documents for a minimum of 6 years.,,,"records, 6 years, FIRS, audit","Nigeria Tax Act 2025, Section 105"
TAX_142,penalties,What is the penalty for failing to deduct Withholding Tax?,"Penalty is 10% of the amount not deducted, plus interest at the prevailing CBN rate.",,,"WHT, penalty, 10%, CBN, deduction","Nigeria Tax Act 2025, Section 116"
TAX_143,general_exemption,Are dividends from small companies taxable?,Dividends paid by a small company are generally exempt from further tax in the hands of the recipient.,,,"dividend, small company, exempt, franked","Nigeria Tax Act 2025, Section 42"
TAX_144,small_business,What is the CIT rate for a 'Medium Company'?,Medium companies (turnover N50m–N1.5bn) are taxed at a reduced rate of 20%.,,,"CIT, medium company, 20%","Nigeria Tax Act 2025, Section 56"
TAX_145,administration,Can I pay my taxes in instalments?,"Yes, taxpayers can apply to the FIRS to pay assessed tax in instalments, subject to approval.",,,"instalments, FIRS, approval, payment plan","Nigeria Tax Act 2025, Section 108"
TAX_146,bank_taxation,Will transfers and deposits into my bank account be taxed?,"No. Bank transfers, POS movements, and deposits are not taxable events; only income earned is taxed.",,,"bank, POS, transfer, deposit, not taxable",Nigeria Tax Act 2025 FAQ
TAX_147,bank_taxation,Will I be denied access to my bank account if I don't have a TIN by Jan 1?,No. You can still access existing accounts; new accounts will require a TIN over time.,,,"TIN, bank account, access, January",Nigeria Tax Act 2025 FAQ
TAX_148,pit_rates,What are the new progressive tax bands starting in 2026?,"First N800k (0%), next N2.2m (15%), next N9m (18%), next N13m (21%), next N25m (23%), above N50m (25%).",,,"PIT, tax bands, progressive, 2026, N800k",Nigeria Tax Act 2025 FAQ
TAX_149,pit_exempt,Are military salaries taxable under the new law?,No. Salaries of military officers are now specifically exempt from personal income tax.,,,"military, army, salary, exempt, PIT",Nigeria Tax Act 2025 FAQ
TAX_150,creative_tax,Do musicians and actors still have tax exemptions on foreign income?,"No. Authors, musicians, and creatives must now pay Nigerian tax on income earned within and outside Nigeria.",,,"musician, actor, creative, foreign income, tax",Nigeria Tax Act 2025 FAQ
TAX_151,income_tax,Are loans from lenders like Fairmoney taxable as income?,No. Loans are not income and are not taxable; the lender's interest income is taxable for them.,,,"loan, Fairmoney, not taxable, income",Nigeria Tax Act 2025 FAQ
TAX_152,general_exemption,Are disability pensions for injured soldiers taxable?,No. Disability pensions for members of the armed forces are completely tax-exempt.,,,"disability, pension, military, exempt",Nigeria Tax Act 2025 FAQ
TAX_153,rent_relief,What is the 'Rent Relief' benefit under the new law?,"From 2026, individuals can claim tax relief of 20% of annual rent, capped at N500,000.",,,"rent relief, 20%, N500k, 2026, deduction",Nigeria Tax Act 2025 FAQ
TAX_154,general_exemption,Is income from Federal or State Government bonds taxable?,No. All government bonds are specifically listed as tax-exempt.,,,"bonds, government, exempt, investment",Nigeria Tax Act 2025 FAQ
TAX_155,income_tax,Will I pay tax on a big severance package when I leave my job?,Severance pay of N50 million or less is tax-free; any amount above that is taxed using progressive bands.,,,"severance, N50m, tax-free, termination",Nigeria Tax Act 2025 FAQ
TAX_156,foreign_income,Will Nigeria tax dividends or rent I earn from properties abroad?,Dividends and rent earned abroad are exempt if brought into Nigeria through approved banking channels.,,,"foreign income, dividend, rent, approved channels",Nigeria Tax Act 2025 FAQ
TAX_157,remote_work,"As a remote worker for an international company, do I pay tax in Nigeria?","Yes, especially if your income is exempt in the company's home country due to a treaty or diplomatic arrangement.",,,"remote work, international, tax, Nigeria",Nigeria Tax Act 2025 FAQ
TAX_158,administration,How long does it take to get a Tax Clearance Certificate (TCC)?,A TCC should be issued within two weeks after all taxes for the last three years have been fully paid.,,,"TCC, 2 weeks, clearance, FIRS",Nigeria Tax Act 2025 FAQ
TAX_159,business_type,Does a 'Business Name' pay PIT or CIT?,"If registered as a business name (enterprise), you pay PIT. If registered as a limited liability company, you pay CIT.",,,"business name, enterprise, PIT, CIT, LLC",Nigeria Tax Act 2025 FAQ
TAX_160,small_business,Is there a limit on assets for small company exemptions?,"Yes, a company is generally exempt if it has up to N100 million turnover or N250 million in assets.",,,"small company, N100m, N250m, assets, exempt",Nigeria Tax Act 2025 FAQ
TAX_161,pit_calc,What is the exact tax for someone earning N100k/month?,"After the N800k exemption and deductions (Pension/NHF/Rent), an N100k earner pays almost zero tax (~N600/month).",,,"PIT, N100k, monthly, calculation, N600","Nigeria Tax Act 2025, Sec. 58"
TAX_162,admin_rules,Do I pay tax to the FIRS or my State?,"PIT is paid to your State IRS (e.g., KIRS for Kano). FIRS only handles CIT and VAT.",,,"FIRS, State IRS, PIT, CIT, VAT, jurisdiction",Nigeria Tax Act 2025 FAQ
TAX_163,remote_work,Does a foreign company need to register in Nigeria to hire me?,No. Foreign employers of remote workers no longer need to register in Nigeria solely because of remote staff.,,,"remote work, foreign employer, registration",Nigeria Tax Act 2025 FAQ
TAX_164,remote_work,"If I earn USD/Euro, how do I calculate my tax?",Convert the foreign currency to Naira using the prevailing CBN rate on the day of the transaction.,,,"USD, EUR, CBN rate, convert, Naira, tax",Nigeria Tax Act 2025 FAQ
TAX_165,rent_relief,Can I claim rent relief if I live with my parents for free?,No. Rent relief requires documentary evidence (receipts) of actual rent paid to a landlord.,,,"rent relief, evidence, receipt, landlord",Nigeria Tax Act 2025 FAQ
TAX_166,value_added_tax,Is there VAT on renewable energy like solar panels?,No. Renewable energy equipment including solar panels and batteries is now VAT-exempt.,,,"VAT, solar, renewable energy, exempt, panels","Nigeria Tax Act 2025, Sch. 1"
TAX_167,value_added_tax,Is public transportation (bus/train) subject to VAT?,No. Public transportation and related services are specifically exempt from VAT in the 2025 Act.,,,"VAT, bus, train, transport, exempt","Nigeria Tax Act 2025, Sch. 1"
TAX_168,admin_rules,What is the deadline to file my individual tax return?,You must file your personal annual tax return by March 31st of every year.,,,"PIT, March 31, filing deadline, annual return",Nigeria Tax Act 2025 FAQ
TAX_169,incentives,What is the 'Tax Incentives Return'?,A new mandatory filing for businesses enjoying tax holidays to prove they still qualify.,,,"incentive, pioneer status, mandatory, filing",Nigeria Tax Act 2025 FAQ
TAX_170,admin_rules,How long does the FIRS have to audit my old taxes?,"Generally 6 years. However, if fraud or wilful default is discovered, there is no time limit.",,,"audit, 6 years, fraud, FIRS, limitation",Nigeria Tax Act 2025 FAQ
TAX_171,development_levy,What happened to the Tertiary Education Tax (TET)?,"TET, the IT Levy, and the Police Trust Fund Levy have all been merged into the new 4% Development Levy.",,,"TET, IT levy, police levy, development levy, merged","Nigeria Tax Act 2025, Sec. 59"
TAX_172,small_business,Does the 0% tax apply to professional firms (Law/Accounting)?,"No. Small companies providing professional services (Law, Consulting) are excluded from the 0% CIT rate.",,,"professional firms, 0%, excluded, law, accounting","Nigeria Tax Act 2025, Sec. 56"
TAX_173,capital_gains_tax,What if I sell an asset and use the money to buy another?,"If you reinvest the proceeds into a similar asset within the same year, you may be exempt from CGT.",,,"CGT, reinvest, rollover, exempt, same year","Nigeria Tax Act 2025, Sec. 54"
TAX_174,admin_rules,Can the tax office enter my house to check my records?,Only with a judicial warrant; broad powers apply to businesses but private residences require a court order.,,,"tax office, warrant, court order, home, audit",Nigeria Tax Act 2025 FAQ
TAX_175,value_added_tax,Do I pay VAT on my children's school fees?,No. Education and educational materials remain strictly VAT-exempt.,,,"VAT, school fees, education, children, exempt","Nigeria Tax Act 2025, Sch. 1"
TAX_176,penalties,What is the penalty for 'Tax Avoidance' schemes?,You must disclose aggressive tax planning; failure leads to heavy fines and interest.,,,"tax avoidance, penalty, fines, disclosure",Nigeria Tax Act 2025 FAQ
TAX_177,admin_rules,What is a 'Tax Ombudsman'?,An independent office where you can complain if a tax official is mistreating you or your business.,,,"ombudsman, complaint, tax official, independent","Nigeria Tax Act 2025, Sec. 3"
TAX_178,withholding_tax,Is there WHT on a small shop's supply?,No. There is zero WHT on transactions involving small businesses (turnover < N50m).,,,"WHT, small shop, small business, zero, exempt",WHT Regulations 2024/2025
TAX_179,income_tax,Are 'Benefits-in-Kind' (like a company car) taxed?,Yes. Non-cash benefits provided by an employer are valued and added to your taxable income.,,,"benefits-in-kind, company car, taxable, employment","Nigeria Tax Act 2025, Sec. 14"
TAX_180,value_added_tax,Why did VAT increase to 10%?,To increase domestic revenue; the law balances this by exempting nearly all essential costs for poor households.,,,"VAT, 10%, increase, essential, poor, revenue","Nigeria Tax Act 2025, Sec. 71"
TAX_181,income_tax,Do I pay tax on money I win from a lottery or gaming?,"Yes. Winnings from lotteries, betting, and gaming are subject to tax, usually deducted at the source.",,,"lottery, gaming, winnings, tax, betting",Nigeria Tax Act 2025 FAQ
TAX_182,admin_rules,Can I get a refund if I overpaid my tax?,Yes. The law mandates that valid tax refunds must be processed within 90 days of the application.,,,"refund, overpaid, 90 days, FIRS",Nigeria Tax Act 2025 FAQ
TAX_183,general_exemption,Is my interest income from a Savings Account taxed?,Interest on personal savings up to a certain limit is generally exempt or taxed at a low WHT rate.,,,"savings, interest, WHT, exempt, bank",Nigeria Tax Act 2025 FAQ
